Predicted Winner,Underdog,Win Probability
Colorado,Utah Tech,0.51344806
UNC Greensboro,Missouri St,0.85966194
Samford,Washington St,0.72417784
E Illinois,North Carolina,0.9410744
SE Missouri St,MD E Shore,0.87980324
Appalachian St,Air Force,0.8481301
South Dakota,Minnesota,0.9506181
Chattanooga,Arizona,0.8758742
Nevada,Washington St,0.50766027
Utah Tech,Marist,0.76380324
St Peter's,Idaho St,0.94734764
Illinois St,Alabama,0.6683635
Gonzaga,Bryant,0.9508345
LIU Brooklyn,Iowa,0.96500856
St Joseph's PA,Florida Intl,0.630435
Washington St,PFW,0.65759003
Arkansas,Charlotte,0.6413931
Missouri St,UC Davis,0.71699905
Drexel,Indiana St,0.8996471
CS Fullerton,East Carolina,0.6143043
Dartmouth,Iowa St,0.9790294
UC Santa Barbara,Jacksonville St,0.62879527
Augusta,Wichita St,0.8545349
Texas Tech,Florida A&M,0.6669979
Okla City,St Joseph's PA,0.60266834
Purdue,West Georgia,0.52105945
Ohio St,Wyoming,0.6595884
Delaware,Utica,0.6601533
California,Queens NC,0.82270753
Utica,Marist,0.5847662
NC State,North Alabama,0.73429763
Armstrong St,NJIT,0.89859444
Birmingham So,Washington St,0.8213189
Houston,Oakland,0.95341724
Wichita St,Loy Marymount,0.91989386
Marist,San Jose St,0.85098195
UAB,NE Omaha,0.555398
West Virginia,UCF,0.8022953
Centenary,Idaho,0.6717212
Texas St,FGCU,0.8549383
Iowa St,Purdue,0.61875385
East Texas A&M,Nebraska,0.6948559
USC,Denver,0.75659084
Georgia Tech,Creighton,0.75302523
Portland St,St Mary's CA,0.6239699
Gardner Webb,Wisconsin,0.5006168
New Orleans,N Kentucky,0.66656286
VCU,Fresno St,0.9302104
Marist,Miami OH,0.8909512
W Salem St,USC,0.9426331
Alliant Intl,Michigan St,0.88136303
High Point,W Texas A&M,0.7336653
Cal Baptist,Boston Univ,0.6325662
Portland St,Connecticut,0.97739047
Troy,Evansville,0.51796055
TN Martin,Col Charleston,0.8061042
Belmont,Dayton,0.93734837
Ohio,Arkansas,0.8597336
Boise St,Brooklyn,0.60438395
UNC Greensboro,Baylor,0.591349
Canisius,Niagara,0.869666
Tarleton St,Old Dominion,0.86352587
Syracuse,NJIT,0.78335685
Notre Dame,Le Moyne,0.88139546
California,Wofford,0.9936349
SF Austin,St Francis PA,0.7976672
Memphis,Evansville,0.95234495
Lipscomb,ETSU,0.8768872
UCLA,Bryant,0.5527562
East Carolina,St Joseph's PA,0.93632746
Florida Intl,Howard,0.7906525
MTSU,Oakland,0.94331884
Montana St,Monmouth NJ,0.70143926
Jacksonville St,Fairfield,0.62037003
Kentucky,Houston Chr,0.6911565
Weber St,Kansas St,0.5539959
Boston Univ,East Carolina,0.76603466
Texas Tech,Grand Canyon,0.7689788
Hofstra,Gonzaga,0.7269208
Wyoming,NC A&T,0.83327293
F Dickinson,Dayton,0.8052025
North Carolina,Tennessee,0.7059786
Valparaiso,UNC Asheville,0.8496565
Iowa,American Univ,0.72190005
Troy,Georgia St,0.67912966
Wofford,Arkansas St,0.8545855
Houston,Georgia,0.9391287
Manhattan,Stetson,0.92452717
Morris Brown,South Carolina,0.92594683
Louisiana Tech,Harvard,0.86156976
High Point,Duquesne,0.73577815
Wyoming,Florida Intl,0.9516325
Indiana,NC Central,0.71319324
Navy,North Alabama,0.9361944
Stetson,Coppin St,0.7607459
CS Bakersfield,Bowling Green,0.7876177
C Michigan,Minnesota,0.59825516
Mt St Mary's,Oral Roberts,0.58259547
Cal Poly,North Carolina,0.7597605
Penn,East Carolina,0.77219236
Florida St,Arizona,0.77898765
CS Bakersfield,Army,0.60424244
Armstrong St,Ga Southern,0.67063653
Sacred Heart,St Louis,0.9080952
Arizona St,West Virginia,0.9184717
Merrimack,PFW,0.6971209
WI Green Bay,Charleston So,0.7479501
LSU,Michigan,0.52140325
Alliant Intl,Mt St Mary's,0.6438322
Butler,Temple,0.8803635
Duquesne,Long Beach St,0.5068841
VMI,CS Northridge,0.7419283
UT Arlington,Coastal Car,0.63733596
Mississippi,UNC Wilmington,0.6898047
Tulane,Wright St,0.5400977
Nevada,Bradley,0.899386
St Louis,Chicago St,0.6333809
Minnesota,Utah Tech,0.56765
Toledo,Monmouth NJ,0.8805463
Illinois St,Utah,0.6126425
Wagner,Northwestern LA,0.9276443
South Dakota,Army,0.54826015
Chicago St,Missouri KC,0.6035272
Northeastern,MD E Shore,0.56300545
UC Davis,New Mexico,0.85098124
Northwestern LA,IL Chicago,0.619377
Fordham,Marquette,0.944795
Harvard,Montana St,0.7348962
UT Arlington,Evansville,0.53672826
MD E Shore,W Carolina,0.8521005
Connecticut,Citadel,0.7475772
Liberty,Evansville,0.9467508
Penn,Lipscomb,0.7772991
UNLV,Presbyterian,0.8983807
Fresno St,Marquette,0.86284584
UCF,Tennessee St,0.6451641
San Diego St,Connecticut,0.5257838
W Michigan,TCU,0.6100757
Kent,Houston Chr,0.8704644
TAM C. Christi,C Michigan,0.8515823
Illinois St,Augusta,0.7356685
Charlotte,Morehead St,0.99084157
Belmont,Toledo,0.80023277
Norfolk St,Baylor,0.7504744
Gonzaga,Kentucky,0.8322599
St Peter's,Kansas,0.6522571
Kentucky,Dartmouth,0.5212909
Gardner Webb,Weber St,0.9592335
Northern Iowa,Santa Clara,0.74519014
Liberty,Boise St,0.85791016
Loyola MD,W Michigan,0.7329407
Ohio,Miami FL,0.68880415
IUPUI,Jacksonville,0.7823943
VCU,Creighton,0.8201745
ETSU,Lindenwood,0.81275904
Siena,UNC Asheville,0.8990818
N Kentucky,Houston,0.9320353
Chattanooga,F Dickinson,0.6954044
Norfolk St,Richmond,0.8278395
Bellarmine,Loy Marymount,0.7085253
Minnesota,Bryant,0.96543294
Nebraska,Bethune-Cookman,0.97340405
Bryant,Oral Roberts,0.87234515
Boise St,Cleveland St,0.82934844
Stony Brook,Niagara,0.5630677
Akron,G Washington,0.93774325
Hofstra,W Carolina,0.9898325
Grand Canyon,Liberty,0.82266325
Youngstown St,Oregon St,0.7363344
Iowa St,South Dakota,0.99161863
LSU,Charlotte,0.70278186
Utica,Seattle,0.6339698
Queens NC,Tennessee,0.73566157
Colorado St,Nebraska,0.7634608
Ga Southern,Wagner,0.59102297
Houston,Pacific,0.91852874
Augusta,Rhode Island,0.9709664
LSU,SF Austin,0.6487243
Wake Forest,W Illinois,0.8990166
Kentucky,Utah St,0.57003766
SC Upstate,MS Valley St,0.64263433
CS Northridge,Louisiana,0.8138168
E Washington,W Salem St,0.53901935
Nevada,S Dakota St,0.71877867
Armstrong St,Air Force,0.8729529
Army,Brown,0.94487035
Montana,Washington,0.8249062
Oregon St,Akron,0.88245285
Appalachian St,New Mexico St,0.68539625
Wright St,Toledo,0.7341758
Tulane,N Dakota St,0.822143
Providence,Cent Arkansas,0.80086017
Vermont,SF Austin,0.5271256
Michigan,UT San Antonio,0.76826656
Weber St,Boston College,0.5299313
Mercyhurst,LSU,0.97730845
F Dickinson,Monmouth NJ,0.8383936
Alliant Intl,Purdue,0.5949715
Lehigh,Harvard,0.7529321
Arkansas,Quinnipiac,0.89623094
SC Upstate,Georgia St,0.6889345
UTRGV,UC Davis,0.6592904
SF Austin,Penn St,0.9654757
South Florida,Lafayette,0.69099444
Detroit,Southern Miss,0.9889513
Villanova,Presbyterian,0.9512005
Valparaiso,High Point,0.87934744
Wisconsin,TX Southern,0.853018
Colorado,FL Atlantic,0.5269517
VMI,Colgate,0.6308948
Miami FL,Brooklyn,0.94285506
Okla City,Pacific,0.8651078
St Peter's,Morehead St,0.9205341
Iowa St,McNeese St,0.8744597
Fairfield,Colorado,0.5066616
Gardner Webb,Old Dominion,0.97009146
Northeastern,Oklahoma St,0.8763521
UNC Asheville,E Washington,0.7216137
New Hampshire,Arizona,0.8550845
IUPUI,Memphis,0.54479206
Vermont,Stetson,0.6357665
NE Illinois,Arkansas St,0.8896849
St Bonaventure,Colgate,0.6377598
Ga Southern,Jackson St,0.92738324
Appalachian St,Boston Univ,0.86572367
Illinois St,SIUE,0.99315995
Alabama,Georgia,0.60946697
Bradley,Kentucky,0.51055604
Okla City,Colgate,0.7989994
Morgan St,Arkansas,0.9525112
West Virginia,SE Missouri St,0.95885986
St John's,Texas St,0.879322
Appalachian St,Louisville,0.79843473
Detroit,Stonehill,0.97244895
Valparaiso,Utah,0.6364974
CS Northridge,New Mexico,0.96333927
Washington St,Duquesne,0.821348
Savannah St,Detroit,0.65126944
Boston College,S Illinois,0.843165
Texas A&M,Northeastern,0.9688427
Kansas,Xavier,0.766154
Dayton,Ohio St,0.9020264
TAM C. Christi,IL Chicago,0.7317283
Northwestern LA,Oakland,0.9746571
Iona,Towson,0.83012116
Southern Utah,San Diego St,0.864469
Northwestern LA,Louisville,0.7264535
Wagner,Longwood,0.6414368
Louisiana,Coastal Car,0.94844884
Washington,Wright St,0.5743441
Stetson,Tennessee St,0.91669387
N Dakota St,Niagara,0.54606855
Stetson,Ga Southern,0.8281241
Texas St,Brooklyn,0.59269184
N Colorado,Elon,0.8404279
Yale,UT Arlington,0.63712
Portland,Vermont,0.5347966
Mercer,Illinois,0.97716546
Penn,SF Austin,0.80807364
San Diego,Morehead St,0.7194775
New Orleans,NC A&T,0.9708104
Ohio,Pittsburgh,0.9510567
MD E Shore,Kent,0.6397197
Clemson,Toledo,0.5143747
Birmingham So,Georgia,0.52058995
Monmouth NJ,Vanderbilt,0.7878338
UTRGV,Xavier,0.7236917
NC Central,Buffalo,0.9231659
Clemson,Cincinnati,0.8764938
Tulane,Kansas,0.54303753
Utah,Loyola MD,0.89443797
LIU Brooklyn,Lafayette,0.96447164
CS Fullerton,Ohio St,0.804291
Jacksonville,Denver,0.5023109
SE Missouri St,San Diego St,0.6516411
SC Upstate,Villanova,0.5623547
CS Fullerton,Louisville,0.842788
Samford,Morgan St,0.95629364
Boston Univ,UT San Antonio,0.8583516
W Carolina,Le Moyne,0.97840035
Portland St,UTEP,0.8918002
Cal Poly,Portland,0.5965538
Stanford,North Texas,0.94910794
Murray St,Old Dominion,0.64950854
Delaware,UAB,0.95545995
Drexel,Harvard,0.82066554
C Michigan,Chattanooga,0.50218976
Ark Pine Bluff,Houston Chr,0.79077756
MA Lowell,LSU,0.59788793
San Francisco,Minnesota,0.8409299
Providence,Gardner Webb,0.54423696
Arkansas,South Florida,0.92335004
Citadel,NC Central,0.77089775
Coastal Car,St Peter's,0.8928711
Creighton,N Dakota St,0.6387353
Lafayette,N Illinois,0.8762011
Mississippi St,SE Missouri St,0.916902
Jacksonville St,Citadel,0.61430204
Loyola MD,VMI,0.8932915
Rhode Island,Seattle,0.8644728
Belmont,E Washington,0.8627009
NC Central,Mt St Mary's,0.6934117
Virginia Tech,Long Beach St,0.93599623
Northwestern,Chattanooga,0.5956644
UMBC,Virginia Tech,0.67936003
Penn St,Nebraska,0.7097398
Jacksonville St,FL Atlantic,0.8053411
UC Davis,Florida Intl,0.6232104
Mississippi St,Minnesota,0.86145586
Virginia Tech,Idaho,0.6580194
SUNY Albany,Butler,0.81168956
Louisiana,Bryant,0.88579845
Ohio,McNeese St,0.5873207
Wagner,BYU,0.77317816
MD E Shore,Illinois,0.74377376
Michigan St,East Texas A&M,0.7417054
North Dakota,SUNY Albany,0.822813
Wyoming,Idaho,0.6194723
Northern Arizona,Iowa St,0.9647102
Iowa St,Duquesne,0.676075
Morehead St,Oakland,0.9457718
Portland St,Sam Houston St,0.6160654
Lindenwood,Liberty,0.8254344
Alabama A&M,E Illinois,0.9465676
Tulane,Illinois,0.6585661
Coastal Car,Louisiana,0.9603465
Queens NC,Akron,0.8989986
IL Chicago,North Carolina,0.68644965
Portland St,Utica,0.65755886
Lindenwood,Tennessee St,0.76541543
Bryant,UC Irvine,0.6007762
CS Sacramento,Cleveland St,0.91190153
Radford,Florida,0.8553507
W Texas A&M,Clemson,0.84158355
Texas A&M,St Louis,0.67999023
Colorado,Auburn,0.5742852
Siena,Idaho,0.8435588
Murray St,Louisiana Tech,0.6941812
Delaware St,Queens NC,0.9106007
Holy Cross,Merrimack,0.53445816
South Florida,Rutgers,0.8569388
Fairfield,Holy Cross,0.8657846
Santa Clara,Northwestern,0.87188834
Bowling Green,CS Bakersfield,0.5587584
Birmingham So,Robert Morris,0.7193849
Buffalo,W Texas A&M,0.5955318
Bellarmine,North Dakota,0.87368363
Louisville,St Joseph's PA,0.641903
UC Davis,Loyola MD,0.6983603
Iowa,Colorado,0.77792543
Utah,Denver,0.5610087
East Carolina,Nevada,0.5766775
Houston,Kansas,0.5907097
Stanford,Cincinnati,0.54208505
Evansville,Creighton,0.92362136
St Bonaventure,Wichita St,0.8215383
Jacksonville,Morehead St,0.7701082
New Orleans,Georgetown,0.787004
TX Southern,Radford,0.762449
Houston,Mt St Mary's,0.9104025
W Illinois,Texas A&M,0.95229125
UTEP,North Carolina,0.8762833
Monmouth NJ,Oakland,0.6326941
SE Missouri St,Bellarmine,0.9403072
TX Southern,Kent,0.90670395
Montana St,West Georgia,0.917044
N Illinois,Samford,0.8087369
Hartford,Tennessee St,0.5678855
Hawaii,BYU,0.68258417
East Texas A&M,LIU Brooklyn,0.8238178
Valparaiso,Robert Morris,0.81455153
Arizona,Abilene Chr,0.6495634
Liberty,Kansas St,0.6705258
Montana St,Sacred Heart,0.64753544
Montana,Manhattan,0.9142925
Santa Clara,Holy Cross,0.5458349
Birmingham So,Hartford,0.78718233
Portland,Charleston So,0.8415534
Oakland,Missouri St,0.87169063
Pacific,Northeastern,0.8484073
Loy Marymount,Citadel,0.7628064
Missouri,San Francisco,0.954062
Richmond,Clemson,0.8612907
MD E Shore,Utica,0.92117596
E Illinois,Indiana,0.89547074
Mississippi St,Marist,0.90097326
Bellarmine,Austin Peay,0.82907563
Illinois St,S Carolina St,0.5661244
South Alabama,Montana,0.8829384
Mt St Mary's,Toledo,0.97118056
F Dickinson,UT San Antonio,0.6330117
Xavier,St Thomas MN,0.60158193
NC Central,St Bonaventure,0.9768812
Binghamton,Long Beach St,0.8407589
Tennessee,Wichita St,0.7241215
C Michigan,Duquesne,0.8820128
UC San Diego,Ga Southern,0.7452571
N Kentucky,UNC Asheville,0.9954896
MTSU,McNeese St,0.805774
La Salle,Hartford,0.8506295
Centenary,Kansas,0.9112168
Jacksonville,SC Upstate,0.95503896
Akron,W Salem St,0.51686674
Arkansas St,Towson,0.7959734
Creighton,Indiana St,0.84131175
Citadel,FGCU,0.7431664
Boston College,Coastal Car,0.88418853
UC Irvine,Morgan St,0.6810921
Miami OH,Charleston So,0.89909726
Birmingham So,Texas St,0.5548786
Merrimack,Fairfield,0.74815774
East Carolina,Syracuse,0.8271903
Stonehill,Vermont,0.5426337
Xavier,LIU Brooklyn,0.9602461
Iona,Longwood,0.8639324
Northwestern,MA Lowell,0.5104269
Jackson St,Stony Brook,0.6689652
Birmingham So,Savannah St,0.5382963
Pepperdine,Long Beach St,0.7791263
Texas A&M,UT Arlington,0.5666826
High Point,LSU,0.63348323
Baylor,Alliant Intl,0.81667906
Rutgers,Tarleton St,0.5558064
Colorado,Idaho,0.98218966
Columbia,Ball St,0.7112133
Virginia,Boston College,0.9178843
New Mexico,Purdue,0.9922994
UNLV,Oral Roberts,0.5033479
Tarleton St,Baylor,0.8952648
NE Illinois,IUPUI,0.93938506
Wright St,Gardner Webb,0.9118941
Loyola MD,Dayton,0.69453317
Northeastern,Morgan St,0.91334426
Iowa,California,0.9484243
UC San Diego,Vanderbilt,0.8615341
Merrimack,Birmingham So,0.81023
Pacific,Alabama A&M,0.83186835
W Texas A&M,Boston College,0.8140359
Tennessee Tech,Southern Miss,0.6763258
UC Santa Barbara,South Dakota,0.67772543
Binghamton,Hampton,0.8762298
C Michigan,Mississippi St,0.8632045
St Thomas MN,Syracuse,0.7265251
N Kentucky,Bellarmine,0.7384002
Appalachian St,UNC Wilmington,0.54236823
South Carolina,Seton Hall,0.98619866
Toledo,Le Moyne,0.9658731
Gonzaga,IUPUI,0.5068732
NJIT,UTEP,0.9002424
UT Arlington,SMU,0.7713158
Detroit,UTEP,0.5915953
Navy,UNC Asheville,0.9532597
Missouri,Denver,0.8879318
Stetson,St Joseph's PA,0.9215291
Missouri KC,SE Louisiana,0.8796774
Marist,Lehigh,0.65207505
Miami OH,SE Missouri St,0.6004631
Stanford,Iowa,0.7457815
Boise St,Canisius,0.87695014
Jacksonville,PFW,0.5713117
Utah,SMU,0.7676294
Texas,Santa Clara,0.94808143
Tennessee Tech,WKU,0.58705777
UC Davis,Detroit,0.9596564
Bethune-Cookman,Binghamton,0.6613939
Seattle,Iona,0.81483173
W Carolina,Rhode Island,0.6459968
Penn,TN Martin,0.8548661
PFW,Florida A&M,0.8709018
Alcorn St,Rutgers,0.7227189
Rice,Valparaiso,0.72557414
Georgia Tech,NE Illinois,0.80854535
Loyola-Chicago,CS Fullerton,0.74406755
Delaware,Cal Poly,0.5263166
Kennesaw,Arizona St,0.55932033
Mississippi St,NC State,0.74181587
Stonehill,St Bonaventure,0.9094736
North Florida,Bethune-Cookman,0.8614186
Le Moyne,South Dakota,0.8694375
Weber St,Wright St,0.58879256
Coastal Car,Chicago St,0.6463395
Bryant,Bucknell,0.7226135
Nevada,Tulane,0.9705292
WI Green Bay,Portland St,0.5172886
IL Chicago,St Louis,0.99320686
Towson,SF Austin,0.7442379
FGCU,Creighton,0.75626135
Colgate,Centenary,0.93595403
Valparaiso,Sam Houston St,0.9705742
Army,Mercyhurst,0.8774756
Princeton,Georgia St,0.79672
Boise St,Morris Brown,0.82758087
New Orleans,Armstrong St,0.7821579
Oregon,Florida St,0.5545566
Air Force,W Salem St,0.9164219
Tennessee,Quinnipiac,0.8444834
SMU,Columbia,0.84690964
Boise St,Idaho St,0.57988906
San Jose St,Samford,0.5645753
Jackson St,Florida St,0.76723313
Memphis,Campbell,0.51031625
Northern Arizona,SE Missouri St,0.8763178
San Diego,Akron,0.687387
Monmouth NJ,Longwood,0.9473685
Georgetown,Canisius,0.70280004
MA Lowell,St Joseph's PA,0.7863047
Morgan St,Lamar,0.912561
Bowling Green,William & Mary,0.8637688
Utica,Mississippi,0.5337318
N Dakota St,Mississippi,0.64845014
Davidson,Lafayette,0.70327264
E Michigan,Mercyhurst,0.9202358
Utah Valley,W Salem St,0.5987296
Oregon,Sam Houston St,0.91233855
Washington,UT San Antonio,0.76838374
W Salem St,Houston Chr,0.69315684
Bellarmine,Mississippi St,0.9540778
Iona,Loy Marymount,0.8633059
Princeton,NE Omaha,0.8141955
Houston,San Diego,0.9970209
NC Central,Southern Miss,0.5099242
Missouri,Syracuse,0.9690034
San Diego,Long Beach St,0.6914757
Cincinnati,Providence,0.90863705
Connecticut,SC Upstate,0.818491
Marshall,SC Upstate,0.8843545
Appalachian St,Xavier,0.6121056
Detroit,Maine,0.683814
Radford,Delaware,0.8551148
Auburn,Wofford,0.74027646
Jackson St,Rider,0.72200024
Niagara,ETSU,0.752072
Clemson,Bucknell,0.9719767
Sacred Heart,South Dakota,0.57135487
Samford,UNC Asheville,0.5331193
North Texas,Loy Marymount,0.94816464
Prairie View,Bethune-Cookman,0.5041473
Norfolk St,Alabama A&M,0.75840795
Norfolk St,Kennesaw,0.65735626
Cent Arkansas,Hofstra,0.95407915
F Dickinson,Okla City,0.60777175
N Dakota St,BYU,0.56811285
Tennessee St,Georgia,0.9333612
Iowa St,Dartmouth,0.5287831
Hawaii,Le Moyne,0.83102125
Old Dominion,Memphis,0.70194536
Montana St,Rice,0.9697645
Mississippi St,Monmouth NJ,0.96009916
Miami FL,Holy Cross,0.8300498
St Bonaventure,Cincinnati,0.83014417
Troy,UCLA,0.7667228
Kent,Savannah St,0.5826447
Butler,Penn,0.7876583
San Francisco,Citadel,0.993669
Austin Peay,Florida A&M,0.89123124
Penn,Youngstown St,0.7079067
Navy,Toledo,0.8478678
Arizona,Mercyhurst,0.69745183
Stetson,Florida A&M,0.59033215
Central Conn,San Diego,0.7389095
E Kentucky,Rice,0.762056
UT Arlington,Gardner Webb,0.8353199
Virginia Tech,Creighton,0.507129
Lamar,Queens NC,0.9007453
Chattanooga,Arkansas,0.93664837
Louisiana Tech,NJIT,0.74900126
WI Milwaukee,Fordham,0.6430024
Austin Peay,Alliant Intl,0.58310604
Air Force,Troy,0.5796237
Yale,Army,0.5153063
Pepperdine,St John's,0.70714664
Colgate,Coppin St,0.89554834
Portland,St Bonaventure,0.9623158
UAB,South Alabama,0.62572414
Tulane,Holy Cross,0.8571319
Cornell,PFW,0.7028125
Alcorn St,Siena,0.75649446
Villanova,NJIT,0.88087523
Marshall,Ark Little Rock,0.7725244
W Michigan,Bradley,0.9895616
Oral Roberts,Norfolk St,0.8645944
WI Green Bay,Miami OH,0.860701
Mercer,McNeese St,0.9619148
Indiana,Washington,0.8841907
VMI,CS Northridge,0.53361243
Stetson,Oregon St,0.90394086
St John's,Richmond,0.59277713
Ohio,Bucknell,0.86049646
La Salle,Texas A&M,0.747558
UNC Wilmington,Savannah St,0.925834
Detroit,Colgate,0.9417329
Houston Chr,Gardner Webb,0.62843794
Hartford,VCU,0.6291672
Queens NC,Missouri KC,0.7189207
St Thomas MN,Cal Baptist,0.53467697
Navy,VMI,0.7324426
WKU,TCU,0.96362585
Northeastern,Oakland,0.66863436
Nicholls St,Kansas St,0.73368114
Dayton,Purdue,0.8710239
Niagara,Bellarmine,0.9905584
Denver,Illinois St,0.98284084
Murray St,N Dakota St,0.59419966
Iowa,St Peter's,0.8681961
Hampton,Wichita St,0.7840042
Colorado St,NC A&T,0.662307
High Point,Indiana,0.9241209
NC A&T,UCF,0.6042193
St Peter's,CS Fullerton,0.9137832
Loy Marymount,NC A&T,0.84625614
W Texas A&M,Georgia,0.5690166
St Thomas MN,Winthrop,0.7159318
Bradley,Charlotte,0.8448255
Youngstown St,Minnesota,0.5938486
Delaware St,Charleston So,0.80483925
St Peter's,Charleston So,0.71678907
Alabama St,Alabama A&M,0.8794284
CS Fullerton,Pittsburgh,0.8252192
S Carolina St,Utah,0.6819486
Michigan St,Hofstra,0.5485796
Monmouth NJ,Northern Arizona,0.92391115
Bradley,W Salem St,0.72625697
St Louis,Southern Univ,0.8873735
Indiana,Illinois,0.9780351
ULM,Samford,0.63393027
Massachusetts,Rice,0.93203855
Seattle,George Mason,0.5193832
Tulsa,Northeastern,0.8604545
Wake Forest,Florida A&M,0.9158055
Hardin-Simmons,Maryland,0.5345596
New Hampshire,Merrimack,0.5036263
Seattle,Nebraska,0.9516289
George Mason,North Texas,0.95725477
NE Illinois,E Kentucky,0.97514653
Denver,Michigan St,0.53412
Coastal Car,Incarnate Word,0.8011594
Boise St,F Dickinson,0.8034285
Utah,Syracuse,0.71466553
Loy Marymount,Incarnate Word,0.70949244
St Francis PA,Hardin-Simmons,0.8626816
E Illinois,BYU,0.55783194
Michigan,Richmond,0.6964099
Grand Canyon,Florida A&M,0.6387622
E Kentucky,Hawaii,0.5413686
South Florida,Duke,0.8468143
Connecticut,Georgia St,0.83969986
Ohio,Purdue,0.79005754
Memphis,San Jose St,0.6260579
E Michigan,Oakland,0.6457492
Mercer,ETSU,0.6266054
Prairie View,Nicholls St,0.924126
South Alabama,Stony Brook,0.83550537
NC State,Manhattan,0.7214266
Texas Tech,Maryland,0.94289935
NC A&T,UC Irvine,0.57265204
UNC Asheville,Penn,0.7340121
MA Lowell,North Alabama,0.5492014
Hartford,Loyola-Chicago,0.7390324
Grand Canyon,Furman,0.8988672
Michigan,Jacksonville St,0.86876446
UCLA,Delaware St,0.76905173
Miami FL,Buffalo,0.92228425
Indiana St,Dartmouth,0.72692156
New Mexico,Northeastern,0.67534375
George Mason,Utah St,0.916841
Cincinnati,Loyola MD,0.80004865
Portland St,Longwood,0.69702137
MS Valley St,Nevada,0.7278267
New Hampshire,Xavier,0.6943466
UC Davis,Air Force,0.52830154
Howard,Denver,0.59069085
Manhattan,Wake Forest,0.7443299
MA Lowell,Gardner Webb,0.66201735
UC San Diego,Portland St,0.6582911
W Carolina,Nevada,0.8659246
Nevada,Mt St Mary's,0.5712247
Davidson,Miami OH,0.7040974
Bucknell,Cincinnati,0.81999534
UC Santa Barbara,Tennessee St,0.8495797
Florida A&M,Nicholls St,0.5387541
Auburn,Canisius,0.8610894
NJIT,Idaho,0.8035685
CS Sacramento,W Michigan,0.81186944
FL Atlantic,F Dickinson,0.86715674
Cal Baptist,IL Chicago,0.7933921
